date,time,value
2019-08-20,11:57:00,19.63315079932352
2019-09-05,17:25:00,0.8310906677816801
2019-08-27,14:24:00,7.330999007700916
2019-08-27,17:29:00,7.195171927972767
2019-08-20,15:07:00,19.756861385311602
2019-09-13,13:42:00,36.58671264527625
2019-09-12,13:59:00,36.508508610246636
2019-09-04,17:42:00,2.8270425732738835
2019-09-19,16:03:00,13.081966834979793
2019-08-30,11:50:00,9.139165429472524
2019-09-02,16:13:00,8.00909652283434
2019-08-23,16:33:00,17.110699544297546
2019-09-03,10:15:00,6.339384735529759
2019-09-11,13:44:00,33.687798483224185
2019-09-04,17:25:00,2.8578453499219383
2019-08-21,15:07:00,19.97428902981397
2019-09-16,15:25:00,24.961994205303405
2019-09-18,09:49:00,16.525254028842255
2019-08-19,13:59:00,18.097062842998856
2019-08-19,16:46:00,18.36025527760918
2019-08-28,10:07:00,6.949037688431297
2019-09-05,09:42:00,1.3193534127137772
2019-09-03,16:39:00,5.6641729298585455
2019-08-30,15:06:00,9.304260882984362
2019-08-27,15:01:00,7.301721448067983
2019-09-04,14:43:00,3.1558945533254312
2019-09-02,12:57:00,8.26865145566033
2019-09-04,10:01:00,3.689595234596148
2019-09-10,11:53:00,27.20707588160936
2019-08-30,15:15:00,9.311603633483575
2019-08-30,14:16:00,9.263064987316929
2019-09-04,10:46:00,3.6035045045514087
2019-08-27,11:41:00,7.472122843657693
2019-09-06,15:15:00,0.8007746439147523
2019-08-19,15:08:00,18.208317037327248
2019-08-29,09:48:00,7.717221914056193
2019-08-21,11:26:00,20.019164690933657
2019-08-22,12:44:00,19.20172713048108
2019-09-03,14:29:00,5.896956819542466
2019-09-05,13:30:00,1.0543817769481345
2019-08-27,13:09:00,7.393502627750887
2019-09-09,09:40:00,17.859835523250567
2019-08-22,10:00:00,19.344545718131688
2019-08-22,13:34:00,19.15575351292127
2019-09-12,10:27:00,36.279367629743106
2019-09-16,15:07:00,25.026917335792927
2019-08-29,17:26:00,8.12008842889691
2019-09-02,09:02:00,8.56024380063653
2019-08-20,11:53:00,19.630293534360906
2019-09-19,10:42:00,13.441584611727992
2019-09-09,10:43:00,18.253594313038217
2019-08-21,09:02:00,20.033796094531308
2019-09-06,09:21:00,0.5735833782984612
2019-09-05,15:35:00,0.9289253416331522
2019-08-21,15:54:00,19.96130465186503
2019-09-19,12:02:00,13.340445760495953
2019-08-26,15:14:00,9.077594771298632
2019-08-27,16:26:00,7.238437243047043
2019-09-17,16:36:00,19.65840003580045
2019-08-28,14:51:00,7.017955147567263
2019-08-30,10:29:00,9.068369199593656
2019-08-20,10:42:00,19.577825719372026
2019-08-22,10:21:00,19.326947082078267
2019-09-16,09:01:00,26.343019436612998
2019-09-02,15:58:00,8.029469391396903
2019-08-20,14:32:00,19.735830106865645
2019-09-12,16:45:00,36.64684211074565
2019-09-03,14:07:00,5.935937460594863
2019-08-30,12:07:00,9.153848473427539
2019-09-20,10:07:00,12.87491527345192
2019-08-29,14:11:00,7.9437273040064404
2019-09-04,11:57:00,3.4682777181629025
2019-08-28,14:21:00,7.008223534795482
2019-09-19,16:50:00,13.039883455485793
2019-09-03,14:09:00,5.932398801252933
2019-09-17,13:33:00,20.269485492024497
2019-09-11,13:37:00,33.66688732543068
2019-09-02,11:35:00,8.372878893020642
2019-08-23,16:57:00,17.07303976049187
2019-09-06,10:12:00,0.5943184596253599
2019-09-05,12:06:00,1.1467742614732028
2019-09-03,14:51:00,5.857854923661933
2019-08-27,14:11:00,7.34153155296382
2019-09-02,15:12:00,8.091425743251866
2019-09-17,16:39:00,19.64849490865854
2019-09-16,15:32:00,24.936744653903585
2019-08-29,09:34:00,7.70562384183142
2019-09-06,12:12:00,0.6587350345841692
2019-08-28,14:04:00,7.002956330539265
2019-09-03,11:48:00,6.179360591850862
2019-08-22,10:54:00,19.298880881647502
2019-09-10,16:39:00,28.67644144685855
2019-08-23,12:42:00,17.463154642143653
2019-08-19,17:12:00,18.399375925940298
2019-09-02,09:42:00,8.512166101731452
2019-09-02,10:07:00,8.481789500212868
2019-09-04,10:22:00,3.649386361716787
2019-09-20,12:43:00,12.987693871605988
2019-09-02,16:17:00,8.003649734557179
2019-08-21,14:25:00,19.984878807839593
2019-08-26,09:53:00,9.623644037630507
2019-09-09,11:32:00,18.559754574874933
2019-09-19,15:50:00,13.094095277468034
2019-09-04,14:39:00,3.163347476457328
2019-08-27,15:28:00,7.281015326506197
2019-08-30,11:12:00,9.106119840202597
2019-09-11,12:12:00,33.40709367405875
2019-09-13,14:47:00,36.53317497406344
2019-08-21,12:39:00,20.007317186055587
2019-09-16,16:19:00,24.7671966244766
2019-09-20,12:08:00,12.95902230427418
2019-08-23,14:39:00,17.286928744782823
2019-08-29,09:49:00,7.718052325206044
2019-08-20,10:33:00,19.57093736269985
2019-08-22,15:12:00,19.062402074520254
2019-09-12,13:19:00,36.469810418175996
2019-09-16,12:35:00,25.574689313248072
2019-09-04,15:00:00,3.124265847953513
2019-09-05,17:21:00,0.8344343102905614
2019-09-11,12:17:00,33.42267679188317
2019-08-26,15:48:00,9.022273680709684
2019-09-13,15:26:00,36.498792216876105
2019-08-28,16:59:00,7.065557131620087
2019-08-23,15:49:00,17.179240016271706
2019-08-28,13:36:00,6.994675875198097
2019-09-12,16:42:00,36.64465832091576
2019-09-11,13:14:00,33.59766200915105
2019-09-18,12:59:00,16.023317816016814
2019-08-22,13:40:00,19.15016118865043
2019-09-06,15:30:00,0.8148392515770224
2019-09-13,12:52:00,36.62467208559453
2019-09-11,11:03:00,33.18818550617316
2019-08-21,13:24:00,19.998545072413908
2019-09-16,16:31:00,24.72390575425269
2019-09-20,13:31:00,13.030223278070793
2019-09-04,13:50:00,3.2549674197948906
2019-09-02,10:12:00,8.47568405412816
2019-08-30,15:48:00,9.338331263252623
2019-08-20,11:50:00,19.62814369545874
2019-08-26,11:10:00,9.488941914532582
2019-09-06,17:16:00,0.9250013419003258
2019-09-05,10:21:00,1.2709051759451615
2019-09-05,14:23:00,0.9993887916793897
2019-09-20,11:23:00,12.925035690824965
2019-09-12,10:50:00,36.307107317906265
2019-08-21,11:54:00,20.01497030304229
2019-09-16,14:06:00,25.246868618358125
2019-08-22,16:25:00,18.990105601391694
2019-09-10,09:44:00,26.511291835457076
2019-08-29,11:54:00,7.823817202616482
2019-09-12,16:57:00,36.6554615697901
2019-09-13,15:16:00,36.50776931407597
2019-09-11,12:40:00,33.493873502362746
2019-09-10,09:25:00,26.407232754913412
2019-09-13,17:14:00,36.39480496933129
2019-09-02,12:06:00,8.333784109290812
2019-08-22,16:35:00,18.980020262346738
2019-09-10,10:03:00,26.61495555595394
2019-09-12,17:16:00,36.668730885382416
2019-09-05,11:03:00,1.2201319601341245
2019-09-18,16:43:00,15.467732910507081
2019-08-21,14:48:00,19.979198439275955
2019-09-20,17:16:00,13.27996336780221
2019-08-21,17:44:00,19.926274143597297
2019-08-23,13:19:00,17.40794003322037
2019-08-28,11:42:00,6.966168309331179
2019-08-29,16:33:00,8.071600787776948
2019-09-10,12:05:00,27.270815212118176
2019-09-03,09:35:00,6.407490312915796
2019-08-27,14:59:00,7.3032774170119215
2019-09-04,12:29:00,3.4076117711662013
2019-09-12,14:46:00,36.55130617123002
2019-08-22,12:06:00,19.235912119105155
2019-09-02,11:00:00,8.416563764055669
2019-09-19,15:29:00,13.11413161088825
2019-09-20,10:25:00,12.885964718797464
2019-09-18,11:13:00,16.30001476639367
2019-09-17,12:27:00,20.492994546071152
2019-08-30,09:56:00,9.039155378073128
2019-08-27,15:24:00,7.284047627436439
2019-09-05,09:04:00,1.3677371356646513
2019-08-30,15:20:00,9.315673151269593
2019-09-19,16:09:00,13.07644024134967
2019-09-13,17:49:00,36.358359337516816
2019-09-13,15:39:00,36.486956326515106
2019-08-28,11:48:00,6.967455815924375
2019-08-20,12:10:00,19.64236445088622
2019-09-10,16:18:00,28.572263822149967
2019-09-11,14:54:00,33.89288142762875
2019-09-18,13:02:00,16.015612145322276
2019-09-18,10:22:00,16.43615043676025
2019-09-11,15:41:00,34.02648471112154
2019-08-20,14:44:00,19.743129709651352
2019-08-28,12:01:00,6.970327762501415
2019-09-11,10:25:00,33.064542777975824
2019-09-05,15:23:00,0.9403232055238844
2019-09-13,15:44:00,36.48235425041068
2019-09-10,12:41:00,27.46098848953865
2019-08-29,11:26:00,7.799800895259343
2019-08-23,12:05:00,17.51788802253235
2019-09-18,13:32:00,15.938941681620392
2019-09-20,14:01:00,13.058701420234991
2019-09-06,17:37:00,0.9490962145110488
2019-09-13,17:47:00,36.36047795433376
2019-09-04,14:40:00,3.161483862099762
2019-09-04,15:59:00,3.0151049088828468
2019-09-20,14:17:00,13.074489860764144
2019-08-23,09:43:00,17.723414595543737
2019-09-06,15:05:00,0.7916055805187732
2019-09-16,13:12:00,25.44145453088356
2019-08-30,15:16:00,9.312418098404123
2019-09-10,17:41:00,28.980351858737155
2019-09-04,12:49:00,3.3697945836800134
2019-09-12,17:26:00,36.675528802994435
2019-09-16,15:44:00,24.893457945098863
2019-08-20,16:32:00,19.80466550294559
2019-09-17,10:48:00,20.83108150103953
2019-09-04,12:28:00,3.4095046823765327
2019-09-10,16:41:00,28.686330746104854
2019-09-16,16:11:00,24.796057052350623
2019-09-02,16:22:00,7.996832961847928
2019-08-29,10:41:00,7.761587576163203
2019-09-02,14:18:00,8.163146387821557
2019-09-12,15:41:00,36.597738727423064
2019-09-20,12:52:00,12.995384719284171
2019-09-09,15:16:00,19.955648596635505
2019-09-12,11:18:00,36.33992626553457
2019-09-11,17:10:00,34.270518221853926
2019-09-09,13:15:00,19.202611286324405
2019-09-06,12:20:00,0.6638240557618642
2019-09-09,15:59:00,20.222453988611925
2019-08-22,17:48:00,18.905081772508662
2019-09-04,14:13:00,3.2118895173919886
2019-08-23,11:45:00,17.547272022497612
2019-09-18,09:00:00,16.6590058753798
2019-08-30,11:28:00,9.12007090894332
2019-08-26,11:34:00,9.447416368674574
2019-09-05,17:42:00,0.8170639916894291
2019-09-05,13:10:00,1.0758053418569142
2019-09-02,13:34:00,8.220769194251142
2019-09-19,12:10:00,13.330744373718964
2019-08-21,10:04:00,20.028927446595024
2019-08-21,13:16:00,20.00018606060405
2019-09-10,12:20:00,27.35024560472231
2019-09-04,13:43:00,3.2681026457174682
2019-08-19,09:12:00,17.595845048575484
2019-08-27,10:35:00,7.534743041690813
2019-08-22,13:32:00,19.15761403516912
2019-08-21,14:12:00,19.987961928997372
2019-09-11,12:39:00,33.4907945701819
2019-09-17,09:39:00,21.068590023261923
2019-09-18,16:00:00,15.571209726207382
2019-08-26,17:54:00,8.8218298068561
2019-08-21,10:09:00,20.028440222018386
2019-09-10,12:58:00,27.550240344011684
2019-09-09,16:16:00,20.32779551962113
2019-08-19,15:04:00,18.20196433756081
2019-09-11,11:36:00,33.29378013887209
2019-08-30,11:42:00,9.132233955490532
2019-09-04,16:19:00,2.9783280501465863
2019-09-16,13:00:00,25.484675021839323
2019-08-29,11:38:00,7.810071695896504
2019-09-16,11:25:00,25.826490694701643
2019-08-21,17:28:00,19.931771244904347
2019-09-19,13:36:00,13.231259317567208
2019-09-19,11:44:00,13.36254950424878
2019-09-11,10:03:00,32.99195504324404
2019-09-04,10:27:00,3.639821185681516
2019-08-28,10:40:00,6.9542871453520485
2019-09-18,13:31:00,15.941486004585238
2019-08-21,15:15:00,19.972163317392162
2019-09-03,12:21:00,6.1220236987550845
2019-09-13,16:43:00,36.42596624879893
2019-08-20,17:15:00,19.827093678136663
2019-09-19,16:10:00,13.075523517996187
2019-08-28,14:09:00,7.004486802895478
2019-08-28,17:18:00,7.073437487807636
2019-09-02,13:17:00,8.242834494787601
2019-09-06,12:49:00,0.6831178714222386
2019-08-21,16:03:00,19.958682233310928
2019-09-19,10:48:00,13.43374080668233
2019-09-20,10:00:00,12.870755213052325
2019-09-17,12:36:00,20.462424686381755
2019-09-12,15:54:00,36.60814080384589
2019-08-26,09:00:00,9.717627061050036
2019-09-04,12:11:00,3.4417131386762607
2019-09-18,10:52:00,16.355837842784585
2019-08-20,11:03:00,19.59369036692556
2019-08-21,13:08:00,20.001791848128363
2019-09-18,16:23:00,15.51566942472538
2019-08-28,09:02:00,6.940933038463977
2019-08-23,17:04:00,17.06201940391554
2019-09-09,09:42:00,17.872336238207364
2019-09-20,12:16:00,12.965402640895846
2019-08-21,15:08:00,19.974025212969693
2019-09-06,16:08:00,0.8521501105839628
2019-09-17,11:36:00,20.666751313125246
2019-09-11,12:50:00,33.52458001831105
2019-08-28,16:11:00,7.046573484186468
2019-09-17,09:53:00,21.02028127520485
2019-09-19,09:54:00,13.50582742316015
2019-09-16,11:09:00,25.883988518363033
2019-08-22,17:39:00,18.91444532861175
2019-08-28,14:42:00,7.014977515364575
2019-08-19,17:10:00,18.39638428686256
2019-09-16,17:01:00,24.615680431937882
2019-08-23,17:42:00,17.001910302535773
2019-09-06,12:32:00,0.6716465122922821
2019-09-18,16:16:00,15.532526335661222
2019-09-18,13:20:00,15.969525376074278
2019-09-02,15:50:00,8.04030089683805
2019-09-02,17:30:00,7.9032163001893085
2019-08-22,11:46:00,19.253640873832673
2019-09-16,15:49:00,24.87542125780721
2019-08-26,16:52:00,8.919546777758377
2019-08-19,16:01:00,18.291369634067284
2019-09-04,10:54:00,3.58822850310324
2019-08-23,09:56:00,17.704900977128165
2019-09-06,13:03:00,0.6929092962294008
2019-09-19,14:31:00,13.17230044403941
2019-08-23,12:49:00,17.45274543706404
2019-08-28,16:23:00,7.0511939776959585
2019-09-13,17:36:00,36.37205239516991
2019-08-28,09:33:00,6.944424878889247
2019-09-11,11:56:00,33.35697400234456
2019-09-17,12:50:00,20.414928240509273
2019-09-12,14:18:00,36.52615681587496
2019-09-19,16:08:00,13.077358215354769
2019-09-03,11:30:00,6.21051393497628
2019-08-30,15:35:00,9.327839310767198
2019-09-09,15:54:00,20.191455589947246
2019-08-27,13:28:00,7.377272212240671
2019-09-09,11:38:00,18.597232814761
2019-09-10,11:04:00,26.945036824035896
2019-09-10,14:10:00,27.924218823580407
2019-08-23,11:52:00,17.537003768913248
2019-09-17,13:34:00,20.266111110490847
2019-08-30,14:37:00,9.280449241576221
2019-09-11,14:22:00,33.800036905400404
2019-09-02,10:39:00,8.44254184686114
2019-08-28,13:47:00,6.99786997185565
2019-08-26,16:09:00,8.98836197607138
2019-09-04,17:43:00,2.8252337088161834
2019-08-21,15:46:00,19.96359904078536
2019-09-13,13:14:00,36.608316500988046
2019-09-02,15:24:00,8.075339185556304
2019-08-20,09:41:00,19.530086751785664
2019-08-27,11:36:00,7.476758192826399
2019-09-09,12:28:00,18.909422600419745
2019-09-05,16:38:00,0.8714086245844117
2019-09-06,11:45:00,0.6422999176952002
2019-09-03,16:07:00,5.721855863450473
2019-09-05,12:23:00,1.1275687304355455
2019-09-19,15:27:00,13.116068373002589
2019-08-30,12:35:00,9.177891514792904
2019-08-23,09:58:00,17.702047277867752
2019-08-19,14:08:00,18.111775696247857
2019-08-30,11:39:00,9.129631101989359
2019-09-17,10:01:00,20.992702987097253
2019-09-03,12:12:00,6.13768944673804
2019-09-12,17:21:00,36.6721458598129
2019-08-21,15:04:00,19.975077226455028
2019-09-02,15:00:00,8.107458429583206
2019-09-17,15:04:00,19.96396051915765
2019-09-05,11:31:00,1.18710790778396
2019-08-23,16:59:00,17.06989275480571
2019-09-18,16:59:00,15.429626060185836
2019-09-10,16:28:00,28.6219494613065
2019-08-20,11:59:00,19.63457549581439
2019-09-04,17:27:00,2.8542164263698835
2019-09-18,14:10:00,15.842842783824501
2019-08-26,16:41:00,8.937070265947144
2019-09-18,10:14:00,16.457678588858663
2019-09-20,15:37:00,13.159740841074235
2019-09-10,12:30:00,27.403047544835008
2019-09-17,12:33:00,20.472611486594072
2019-08-23,09:49:00,17.71487748335936
2019-09-12,12:49:00,36.43940874200947
2019-08-29,10:14:00,7.738896961982821
2019-09-04,17:45:00,2.8216170107171403
2019-08-19,09:55:00,17.674928509343786
2019-08-19,14:49:00,18.17803575083914
2019-08-27,14:43:00,7.315834823472418
2019-09-18,15:45:00,15.607668267218935
2019-09-19,17:42:00,12.99657422447534
2019-08-22,15:11:00,19.06337616402939
2019-08-23,12:32:00,17.477995050131902
2019-09-19,13:37:00,13.2301546248454
2019-08-19,13:09:00,18.01422024810239
2019-08-28,12:06:00,6.9714622525274725
2019-08-22,16:23:00,18.992117434668128
2019-08-27,14:18:00,7.335844366128023
2019-09-09,09:04:00,17.63483503282355
2019-09-17,09:12:00,21.161922271136913
2019-09-11,11:33:00,33.28424884121733
2019-09-04,12:04:00,3.454991010160766
2019-09-12,15:08:00,36.57035041722058
2019-08-23,14:44:00,17.27929220511949
2019-08-26,13:25:00,9.258321866383886
2019-08-23,13:27:00,17.395938809249174
2019-08-29,12:05:00,7.833300526359684
2019-08-22,16:14:00,19.0011490677989
2019-08-27,16:36:00,7.231360949613383
2019-08-22,13:24:00,19.16503818006955
2019-08-27,16:53:00,7.219511438802236
2019-08-27,13:31:00,7.374733956681956
2019-09-06,16:33:00,0.8780207894986267
2019-09-06,16:54:00,0.9005707576216784
2019-08-28,14:49:00,7.0172891642900135
2019-08-23,09:59:00,17.70061988376816
2019-09-02,11:29:00,8.38040205057562
2019-08-21,12:11:00,20.012211046070032
2019-09-05,16:35:00,0.8740580168526547
2019-08-26,09:19:00,9.683819053519617
2019-09-19,12:18:00,13.321118582007088
2019-08-20,17:21:00,19.830129899841413
2019-09-12,09:21:00,36.195839501250674
2019-08-20,13:52:00,19.710826473381925
2019-09-05,16:39:00,0.8705275032242693
2019-08-21,17:55:00,19.922415968323445
2019-09-02,11:43:00,8.362825994628656
2019-09-12,15:57:00,36.610510249955865
2019-09-09,11:12:00,18.43480821228407
2019-08-20,17:59:00,19.848830441312515
2019-09-06,12:48:00,0.6824304072084288
2019-09-17,14:41:00,20.040881238656524
2019-09-19,14:24:00,13.17959998671274
2019-09-06,11:29:00,0.6330967667106169
2019-09-11,16:02:00,34.08512061047738
2019-09-20,10:40:00,12.895560911141072
2019-08-30,11:57:00,9.145219074649106
2019-08-21,17:38:00,19.92835151149957
2019-08-22,17:03:00,18.95154974346333
2019-09-18,13:33:00,15.93639814504975
2019-08-26,11:38:00,9.440517122376278
2019-08-29,10:32:00,7.7540038091195616
2019-09-09,11:25:00,18.516026503995914
2019-09-11,16:11:00,34.1100504680129
2019-08-21,12:56:00,20.004134450052824
2019-09-18,17:33:00,15.349370070641402
2019-09-02,14:29:00,8.148625779571763
2019-09-09,10:35:00,18.203597742191228
2019-09-10,14:53:00,28.144374427031924
2019-09-18,11:01:00,16.33187355661958
2019-08-20,11:16:00,19.603365500418192
2019-08-28,12:31:00,6.977382179335063
2019-08-22,12:10:00,19.2323445361872
2019-09-06,15:02:00,0.7888871192387921
2019-09-18,14:18:00,15.822757631171086
2019-08-26,11:53:00,9.414700575841971
2019-08-22,10:24:00,19.324416351927052
2019-09-03,11:21:00,6.226058275916008
2019-09-20,09:32:00,12.854879353201955
2019-09-18,09:27:00,16.58509361634713
2019-08-29,13:37:00,7.913619981599588
2019-08-22,10:41:00,19.309997135367738
2019-08-23,10:54:00,17.62155629623935
2019-08-30,11:32:00,9.123550309703583
2019-09-02,13:15:00,8.245423119586796
2019-08-19,10:45:00,17.765108025356
2019-09-11,13:23:00,33.62484468400602
2019-08-19,10:40:00,17.756175875687926
2019-09-12,12:56:00,36.446608336297615
2019-09-02,12:11:00,8.32744327957026
2019-08-27,15:38:00,7.2734884461758895
2019-09-12,14:40:00,36.54600301949677
2019-09-05,11:05:00,1.2177510344357911
2019-09-10,12:23:00,27.36609897396521
2019-08-20,12:24:00,19.65216304572141
2019-09-18,11:48:00,16.207708701594182
2019-09-11,15:01:00,33.91298784396168
2019-09-02,13:03:00,8.260922549254472
2019-09-09,16:15:00,20.321601270237228
2019-08-27,17:33:00,7.1925310759242045
2019-09-12,10:12:00,36.26089606636218
2019-08-27,15:21:00,7.286329920408269
2019-09-10,14:33:00,28.042279034606686
2019-08-22,11:00:00,19.293724103235995
2019-09-05,15:21:00,0.9422364370196218
2019-09-12,15:49:00,36.60416587307229
2019-09-13,17:50:00,36.357298394672824
2019-08-29,15:27:00,8.011767132891075
2019-09-13,16:57:00,36.412023865347685
2019-08-19,17:05:00,18.388892333258422
2019-08-22,17:50:00,18.90299624378259
2019-09-11,15:49:00,34.04889921162439
2019-09-10,17:44:00,28.994916311427517
2019-09-09,16:50:00,20.53822036082453
2019-09-04,13:19:00,3.313221496758841
2019-08-22,13:17:00,19.171510734489146
2019-09-10,14:50:00,28.129093923247442
2019-09-06,10:05:00,0.5912410302661883
2019-09-09,13:53:00,19.439410775795935
2019-08-29,10:01:00,7.7280376086831435
2019-08-23,15:08:00,17.24251760114965
2019-09-11,17:40:00,34.35014692532549
2019-09-06,12:38:00,0.6756429818768492
2019-08-21,12:04:00,20.013366639266337
2019-09-20,11:28:00,12.928652884069585
2019-08-21,17:26:00,19.93244880459887
2019-08-23,14:06:00,17.33711421281961
2019-09-19,10:58:00,13.420760416081855
2019-09-17,10:59:00,20.793356195461346
2019-09-16,14:24:00,25.181977848185344
2019-09-18,14:53:00,15.73548888154517
2019-09-18,17:32:00,15.35171646538639
2019-08-20,11:30:00,19.61366036398355
2019-09-02,13:45:00,8.206432672112694
2019-08-20,14:03:00,19.717805628524218
2019-08-23,09:01:00,17.78280662268168
2019-09-12,12:25:00,36.414234307403184
2019-09-16,16:20:00,24.76358905763022
2019-09-12,11:27:00,36.350253855887615
2019-08-28,09:30:00,6.944057036892921
2019-08-30,16:35:00,9.37584962341327
2019-09-12,15:13:00,36.57459094848257
2019-09-17,16:11:00,19.741089459472423
2019-08-28,13:30:00,6.9929659668258415
2019-08-20,11:46:00,19.625268053102047
2019-09-03,14:54:00,5.852513504177943
2019-09-13,09:27:00,36.75063701275328
2019-09-13,10:14:00,36.726005501767716
2019-09-02,12:42:00,8.287912877167814
2019-09-06,12:27:00,0.6683595617764022
2019-09-12,16:47:00,36.6482915406631
2019-08-26,15:25:00,9.059640853164591
2019-08-27,16:10:00,7.249921942510388
2019-08-21,10:26:00,20.026678419794575
2019-09-04,15:24:00,3.079744499483685
